source_log,frame_index,frame_id,wall_time,wall_dt,time_s,pts_ns,dts_ns,duration_ns,size_bytes,inter_frame_gap_s,gap_event
/home/afetz/bas-prototype/logs/stage24_rf_stress_final_20260605T132014Z/video_rx.jsonl,33,33,1780665687.1284854,19.09013032913208,0.031889915466308594,19022928873,,200000000,460800,nan,False
/home/afetz/bas-prototype/logs/stage24_rf_stress_final_20260605T132014Z/video_rx.jsonl,34,34,1780665688.3619697,20.323614597320557,1.2653741836547852,20256308688,,200000000,460800,1.2334842681884766,True
/home/afetz/bas-prototype/logs/stage24_rf_stress_final_20260605T132014Z/video_rx.jsonl,35,35,1780665689.2851677,21.24681258201599,2.1885721683502197,21179555514,,200000000,460800,0.9231979846954346,True
/home/afetz/bas-prototype/logs/stage24_rf_stress_final_20260605T132014Z/video_rx.jsonl,36,36,1780665690.324372,22.286016941070557,3.227776527404785,21988132687,,200000000,460800,1.0392043590545654,True
/home/afetz/bas-prototype/logs/stage24_rf_stress_final_20260605T132014Z/video_rx.jsonl,37,37,1780665691.1317,23.093344926834106,4.035104513168335,23025863637,,200000000,460800,0.8073279857635498,True
/home/afetz/bas-prototype/logs/stage24_rf_stress_final_20260605T132014Z/video_rx.jsonl,38,38,1780665692.4014268,24.36307168006897,5.304831266403198,23949635540,,200000000,460800,1.2697267532348633,True
/home/afetz/bas-prototype/logs/stage24_rf_stress_final_20260605T132014Z/video_rx.jsonl,39,39,1780665693.0941,25.055744886398315,5.997504472732544,24988493934,,200000000,460800,0.6926732063293457,True
/home/afetz/bas-prototype/logs/stage24_rf_stress_final_20260605T132014Z/video_rx.jsonl,40,40,1780665694.0173066,25.978951454162598,6.920711040496826,25910441195,,200000000,460800,0.9232065677642822,True
/home/afetz/bas-prototype/logs/stage24_rf_stress_final_20260605T132014Z/video_rx.jsonl,41,41,1780665699.1150508,31.076695680618286,12.018455266952515,30662784977,,200000000,460800,5.0977442264556885,True
/home/afetz/bas-prototype/logs/stage24_rf_stress_final_20260605T132014Z/video_rx.jsonl,42,42,1780665700.850473,32.8121178150177,13.753877401351929,32744905486,,200000000,460800,1.735422134399414,True
/home/afetz/bas-prototype/logs/stage24_rf_stress_final_20260605T132014Z/video_rx.jsonl,43,43,1780665702.818483,34.78012800216675,15.721887588500977,34711977277,,200000000,460800,1.9680101871490479,True
/home/afetz/bas-prototype/logs/stage24_rf_stress_final_20260605T132014Z/video_rx.jsonl,44,44,1780665704.9012475,36.862892389297485,17.804651975631714,36564681548,,200000000,460800,2.0827643871307373,True
/home/afetz/bas-prototype/logs/stage24_rf_stress_final_20260605T132014Z/video_rx.jsonl,45,45,1780665705.7103474,37.67199230194092,18.613751888275146,37604846707,,200000000,460800,0.8090999126434326,True
/home/afetz/bas-prototype/logs/stage24_rf_stress_final_20260605T132014Z/video_rx.jsonl,46,46,1780665706.633914,38.595558881759644,19.537318468093872,38528420184,,200000000,460800,0.9235665798187256,True
/home/afetz/bas-prototype/logs/stage24_rf_stress_final_20260605T132014Z/video_rx.jsonl,47,47,1780665707.5583627,39.520007610321045,20.461767196655273,39452887948,,200000000,460800,0.9244487285614014,True
/home/afetz/bas-prototype/logs/stage24_rf_stress_final_20260605T132014Z/video_rx.jsonl,48,48,1780665708.5963624,40.55800724029541,21.49976682662964,40145259986,,200000000,460800,1.0379996299743652,True
/home/afetz/bas-prototype/logs/stage24_rf_stress_final_20260605T132014Z/video_rx.jsonl,49,49,1780665709.5191185,41.48076343536377,22.422523021697998,41183048724,,200000000,460800,0.9227561950683594,True
/home/afetz/bas-prototype/logs/stage24_rf_stress_final_20260605T132014Z/video_rx.jsonl,50,50,1780665715.1933432,47.154988050460815,28.096747636795044,47087415945,,200000000,460800,5.674224615097046,True
/home/afetz/bas-prototype/logs/stage24_rf_stress_final_20260605T132014Z/video_rx.jsonl,51,51,1780665726.5195515,58.48119640350342,39.42295598983765,58413993680,,200000000,460800,11.326208353042603,True
